HGNC_Approved_Symbol	HGNC_ID	pLI	LOEUF_gnomAD_v2.1.1	pHaplo	HIscore	Enhancer_Gnocchi	Mean_AlphaMissense_pathogenicity	Genovo_LOEUF_corrected	Curated_by_ClinGenSVI_group	Curated_from_G2P
GRM4	HGNC:4596	0.99307	0.285	0.789650494509455	NA	4.845093747	0.562941976	0.220861658	False	False
GPC6	HGNC:4454	0.14181	0.511	0.747841119952532	30.0	2.474075379	0.555142182	0.286279072	False	True
SP2	HGNC:11207	0.99721	0.219	0.898035522163954	NA	2.1251050190000003	0.499626887	0.032272186	False	False
TSHB	HGNC:12372	0.0083588	1.805	0.14485824004977	NA	1.1141382709999998	0.36387281	1.363400175	False	True
GFM1	HGNC:13780	9.278e-13	0.8	0.638972244350422	30.0	4.433800628999999	0.490868197	0.997217485	False	True
STIL	HGNC:10879	0.20105	0.383	0.589744739580283	30.0	2.614103983	0.260880374	0.322237274	True	True
ARHGAP31	HGNC:29216	0.99999	0.192	0.94904025790705	0.0	3.895065084	0.324921532	0.259255463	False	True
AHCYL2	HGNC:22204	0.99127	0.29	0.894171890736026	NA	1.124636942	0.592937358	0.296865547	False	False
DNMT1	HGNC:2976	1.0	0.143	0.979264169269374	NA	2.666747763	0.490093561	0.083325739	False	False
REV3L	HGNC:9968	1.0	0.117	0.987813580169109	NA	0.90838799	0.349396609	0.087809142	False	False
KHDRBS1	HGNC:18116	0.99423	0.24	0.954065038436268	NA	3.103737612	0.524326783	0.18602159	False	False
SEL1L	HGNC:10717	0.98233	0.303	0.975604141528208	NA	1.891605558	0.546306087	0.193063991	False	False
DDX41	HGNC:18674	5.5908e-08	0.736	0.38830003572632	3.0	3.591297079	0.622524168	1.068032596	True	True
SYP	HGNC:11506	0.91549	0.385	NA	1.0	NA	0.578217998	NA	False	True
SF3B3	HGNC:10770	1.0	0.178	0.996794281062422	NA	0.8090526008	0.688106859	0.111772867	False	False
PDE6A	HGNC:8785	6.5775e-25	1.12	0.0933331095710549	NA	2.139962317	0.553672181	1.148605475	True	True
ZC4H2	HGNC:24931	0.90752	0.39	NA	3.0	NA	0.646109846	NA	True	True
PHC3	HGNC:15682	1.0	0.097	0.979859822062723	NA	3.940595048	0.348943491	0.046886371	False	False
SPAG9	HGNC:14524	1.0	0.142	0.989447580012823	NA	1.601316919	0.507482509	0.091578557	False	False
RPS11	HGNC:10384	0.94396	0.328	0.838645138373983	NA	NA	0.814564288	0.0	False	False
PMS2	HGNC:9122	4.5176000000000004e-27	1.266	0.725952266357645	NA	2.746213037	0.380373569	1.178469053	True	True
GMDS	HGNC:4369	0.99132	0.273	0.97739629930697	NA	3.216831257	0.580042941	0.378115776	False	False
WWP1	HGNC:17004	0.99966	0.248	0.977162612112203	NA	2.389031746	0.488099589	0.280198096	False	False
PRSS56	HGNC:39433	0.00034082	0.698	0.850689825061232	NA	NA	NA	NA	False	True
MATR3	HGNC:6912	1.0	0.079	0.970824437907357	NA	3.377284642	NA	0.019277854	False	False
TENM2	HGNC:29943	1.0	0.191	0.984407940194644	NA	1.138811574	0.490960078	0.085356376	False	False
STAT3	HGNC:11364	1.0	0.095	0.982935589499151	NA	3.469199129	0.625141955	0.016651855	False	False
LDB2	HGNC:6533	0.9546	0.34	0.970624999102759	NA	2.0721091190000003	0.630947394	0.125614522	False	False
ATRN	HGNC:885	1.0	0.195	0.971825954733461	NA	3.1276579210000004	0.527558618	0.133127407	False	False
OBSL1	HGNC:29092	9.9902e-26	0.878	0.603193757677472	30.0	4.579358044	0.359681272	1.257447622	False	True
DNAH11	HGNC:2942	2.5389e-58	0.674	0.275995655304291	30.0	1.814499952	0.311844027	0.68578272	True	False
CYTH1	HGNC:9501	0.99981	0.122	0.970725351835257	NA	5.225043945	0.666352148	0.067047717	False	False
CPE	HGNC:2303	0.99233	0.269	0.881228575280989	NA	2.48282175	0.508745321	0.211132011	False	False
KLHL10	HGNC:18829	0.97852	0.306	0.62363893847871	NA	0.6379380976	0.55707501	0.178922477	False	False
MAML2	HGNC:16259	0.99987	0.228	0.962486620105006	NA	2.33728586	0.323134559	0.282379176	False	False
PTPN6	HGNC:9658	0.99999	0.132	0.897525870516693	NA	NA	0.583320838	0.096483226	False	False
MAX	HGNC:6913	0.8335	0.462	0.769316761313024	3.0	5.226521412	0.61592694	0.190751923	False	True
BUB1B	HGNC:1149	6.998e-10	0.58	0.548077941954298	30.0	1.904159265	0.284137655	0.65698764	True	True
SNRNP200	HGNC:30859	1.0	0.082	0.962311878418683	NA	3.401763185	0.674802642	0.050317978	False	False
PAX5	HGNC:8619	0.99798	0.165	0.973216123110107	1.0	1.964919272	0.558062802	0.140454432	False	False
RNPS1	HGNC:10080	0.9798	0.251	0.81930946071566	NA	NA	0.725405552	0.285474235	False	False
IVNS1ABP	HGNC:16951	0.99442	0.281	0.954218130186075	NA	2.093606707	0.497663118	0.216853242	False	False
MPDU1	HGNC:7207	1.0051e-05	1.314	0.228147553535562	NA	NA	0.477097124	1.499531015	False	True
GDF6	HGNC:4221	0.98833	0.223	0.98786280464101	NA	2.969452005	0.411504123	0.247951687	False	False
ZNF219	HGNC:13011	0.99977	0.124	0.963825359543051	NA	NA	0.432458159	0.107574932	False	False
GRIP1	HGNC:18708	0.50828	0.356	0.69535434003282	30.0	1.259085997	0.527431358	0.368666463	False	True
ITCH	HGNC:13890	0.99997	0.218	0.599141346810721	30.0	-0.04876344126	NA	0.153327836	True	True
SEPTIN11	HGNC:25589	0.95924	0.334	0.830401113083797	NA	NA	0.629569601	0.224394979	False	False
DAB2IP	HGNC:17294	0.99995	0.2	0.977159498953954	NA	4.725490856	0.550206452	0.171934246	False	False
FBP1	HGNC:3606	0.079124	0.723	0.493689945061937	30.0	2.949815497	0.536628202	0.896280166	True	True
TUBA1A	HGNC:20766	0.96654	0.317	0.672702943184443	0.0	2.10554779	0.820553875	0.049836327	False	False
FASTKD2	HGNC:29160	2.8891e-06	0.75	0.607685089365497	NA	2.152520928	0.282011366	0.821908073	True	False
ILDR1	HGNC:28741	2.6072e-12	1.065	0.297258353078137	NA	3.810161063	0.327357045	1.502106114	True	False
DGCR8	HGNC:2847	0.99973	0.211	0.79762781257835	NA	3.662537985	0.516615474	0.185511123	False	False
PEPD	HGNC:8840	1.4633e-14	1.258	0.38216442292892	30.0	3.835792	0.507189185	1.519945056	True	True
RYK	HGNC:10481	0.98922	0.289	0.900443687448105	NA	2.205281224	NA	NA	False	False
RAB27A	HGNC:9766	3.0027e-07	1.653	0.1168003212269	30.0	0.6939345961	0.564398072	1.476928666	False	True
JAG2	HGNC:6189	1.0	0.143	0.881766033815107	NA	5.413576066	0.400947522	0.147794817	False	True
CUL2	HGNC:2552	1.0	0.093	0.959056136935058	NA	-0.8680829154	0.56639781	0.082643336	False	False
CHRNA1	HGNC:1955	2.0681e-08	1.079	0.159394381042458	NA	2.508803405	0.523737179	1.147087351	False	True
HGF	HGNC:4893	0.99947	0.25	0.88054613920105	30.0	0.4111839979	0.421772215	0.176497344	False	False
FBXW7	HGNC:16712	0.99949	0.232	0.9820793509052	NA	2.597726251	0.610919424	0.138692726	False	False
OGDH	HGNC:8124	0.99728	0.274	0.840252011851961	NA	2.954293147	0.612021623	0.233401059	False	False
GLI2	HGNC:4318	0.97303	0.309	0.931103768107895	3.0	4.053044174	0.319857829	0.320909553	True	True
ADAR	HGNC:225	0.026282	0.42	0.622517212416554	NA	3.59184083	0.416792819	0.335275824	True	True
KRT10	HGNC:6413	0.0025253	0.622	0.404671055763355	NA	1.5481696530000002	0.42319452	1.116688312	True	False
HSPA8	HGNC:5241	0.99863	0.201	0.973047107174705	NA	NA	0.747412045	0.264723581	False	False
TANC2	HGNC:30212	1.0	0.158	0.905771621915474	NA	2.82728286	0.542805702	NA	True	False
MED12	HGNC:11957	1.0	0.071	NA	0.0	NA	0.533170085	NA	True	True
CP	HGNC:2295	4.2013e-10	0.646	0.398777170594736	30.0	2.859533211	0.353727672	0.625093583	True	False
SFSWAP	HGNC:10790	0.99999	0.168	0.946060167402578	NA	4.788262692	0.434419658	0.050865209	False	False
ADCY2	HGNC:233	0.99898	0.261	0.99275950025943	NA	2.881903958	0.554191133	0.330219885	False	False
UBTF	HGNC:12511	1.0	0.06	0.931180593491423	NA	-0.7889983522	0.650766094	0.033257567	False	False
FBXO45	HGNC:29148	0.97063	0.274	0.965889509150072	NA	9.839336163	0.674287252	0.0	False	False
UGP2	HGNC:12527	1.3543e-08	1.118	0.6890002933322	NA	2.420745008	0.56789535	1.455899365	False	True
FAM120A	HGNC:13247	1.0	0.163	0.9919771804622	NA	4.553364831000001	0.523426311	0.110041218	False	False
DYNC1H1	HGNC:2961	1.0	0.08	0.975054205137356	NA	2.821806959	0.639325707	0.067851559	False	False
UBE2Q1	HGNC:15698	0.99919	0.19	0.610302859791094	NA	2.709820773	0.639792301	0.039911542	False	False
ARFGEF3	HGNC:21213	1.0	0.203	0.924848224910399	NA	NA	0.42272951	0.178584725	False	False
POLE	HGNC:9177	8.0488e-27	0.64	0.924213524844063	1.0	NA	0.46354394	0.684272117	True	True
VRTN	HGNC:20223	0.98901	0.264	0.627577471301736	NA	2.63217182	0.378835738	0.251129558	False	False
ERCC1	HGNC:3433	1.5933e-07	1.296	0.290579938219986	30.0	2.595660792	0.438320038	0.874184232	True	True
ASH1L	HGNC:19088	1.0	0.062	0.989944463141339	3.0	2.547914773	0.445381517	0.043834633	True	False
STRC	HGNC:16035	1.7748e-15	0.878	0.291298621049891	30.0	-0.6210879078	0.324754691	0.640284668	True	False
CRX	HGNC:2383	0.51043	0.6	0.597168423132975	NA	3.699844775	0.402622	0.339638872	False	True
NPHP1	HGNC:7905	1.241e-17	0.975	0.118549786327746	30.0	2.673865459	0.297602561	0.788779582	True	True
SLC52A2	HGNC:30224	0.0024777	0.975	0.17346351697116	NA	3.090265231	NA	NA	True	True
SRCAP	HGNC:16974	1.0	0.096	0.993052482142657	1.0	1.565347558	0.415600639	0.06632671	True	True
COLQ	HGNC:2226	7.9356e-14	1.102	0.333173571971201	30.0	3.456231799	0.331784079	1.176640624	True	False
ZMIZ1	HGNC:16493	0.99937	0.252	0.965327831968782	NA	4.08282541	0.553617551	0.127026038	True	True
CNTNAP2	HGNC:13830	2.8673e-09	0.547	0.641654591012652	1.0	2.289825282	0.445314024	0.463028299	True	True
ACO2	HGNC:118	0.20791	0.417	0.821156761978475	NA	2.907630733	0.586179035	0.392898749	False	True
NXF1	HGNC:8071	0.9763	0.31	0.624101623426941	NA	-0.829986601	0.509381002	0.119445447	False	False
FANCI	HGNC:25568	8.9116e-37	1.024	0.597767037647335	30.0	5.450382005	0.310969061	1.076067213	True	True
PDSS2	HGNC:23041	4.3743e-08	1.133	0.308253513805072	30.0	0.847385304	0.33739613	0.981400856	False	True
SEC62	HGNC:11846	0.98295	0.297	0.935950311158047	NA	3.719426767	0.525617443	0.117435099	False	False
RPL7	HGNC:10363	0.99626	0.181	0.96540114396593	NA	NA	0.610321121	0.052012002	False	False
SLC7A1	HGNC:11057	0.99291	0.267	0.892674358719559	NA	3.250479587	0.519195903	0.122703487	False	False
CPT1A	HGNC:2328	5.114e-09	0.661	0.327200295638861	30.0	6.327805285	0.478827053	0.642416398	True	False
MTMR3	HGNC:7451	0.99937	0.258	0.968474929714371	NA	0.8405203034000001	0.451513607	0.145026245	False	False
ITGA8	HGNC:6144	6.0785e-13	0.664	0.626856891190024	NA	2.234211404	0.416729463	0.653551208	False	True
CYP46A1	HGNC:2641	0.98552	0.297	0.972926118963426	NA	4.916582595	0.478339285	0.219709212	False	False
ARHGEF2	HGNC:682	1.0	0.156	0.756292089914645	NA	4.085667174	0.431603888	0.11480162	False	False
POLD3	HGNC:20932	0.99776	0.236	0.59265195749167	NA	1.400541155	0.31817451	0.236651814	False	False
LRMDA	HGNC:23405	0.0002589	1.198	0.208646873238168	NA	NA	0.421688504	NA	False	True
CALD1	HGNC:1441	0.99879	0.258	0.987149944888578	NA	3.4566032310000003	0.345787319	0.201329275	False	False
PQBP1	HGNC:9330	0.78935	0.499	NA	3.0	NA	0.604803996	NA	True	True
TINF2	HGNC:11824	0.0012666	0.671	0.315578642136412	NA	2.64534683	0.258996642	0.781285406	False	True
USH2A	HGNC:12601	1.5692e-94	0.857	0.0754407669249199	30.0	2.790791555	0.261376071	0.849576986	True	True
UBE3B	HGNC:13478	4.1871e-08	0.545	0.67827869057463	30.0	NA	0.504213078	0.536439691	False	True
MED12L	HGNC:16050	1.0	0.184	0.987830327032298	NA	2.572955248	0.49186099	NA	True	False
MED15	HGNC:14248	0.99974	0.241	0.809194138804689	NA	2.009948103	0.459316251	0.116514232	False	False
BBS7	HGNC:18758	7.0515e-09	0.735	0.292673760426946	30.0	NA	0.399745112	1.043861276	False	True
PIK3CB	HGNC:8976	0.99964	0.252	0.928058995374089	NA	1.432993916	0.518899018	NA	False	False
CRMP1	HGNC:2365	0.99173	0.281	0.975350516314845	NA	5.64543454	0.476069498	0.140779026	False	False
SIX2	HGNC:10888	0.93869	0.338	0.986540546842085	NA	1.4070928930000002	0.644966098	0.579371288	False	False
NLGN2	HGNC:14290	0.99974	0.126	0.97394048073939	NA	4.896098816	0.567536522	0.222572669	False	False
GRIN2B	HGNC:4586	1.0	0.061	0.996808517025246	3.0	NA	0.560089417	0.074922864	True	True
MACO1	HGNC:25572	0.99757	0.259	0.980710155763189	NA	NA	0.561786944	0.151927375	False	False
CNNM4	HGNC:105	2.9325e-07	0.941	0.409877804808127	30.0	3.588927191	0.535421022	0.724618714	False	True
ORC1	HGNC:8487	1.7297e-14	0.881	0.658643621777207	NA	3.033580119	0.289317206	0.711702337	False	True
LTBP2	HGNC:6715	0.00074122	0.383	0.877893293589508	NA	3.818339005	0.338939445	0.435796148	False	True
TMEM231	HGNC:37234	3.1399e-07	1.213	0.346650535146736	30.0	-0.2654311216	0.370924836	1.198576883	False	True
GEMIN5	HGNC:20043	1.244e-21	0.748	0.611809338041503	NA	1.616970699	0.392587632	0.836051276	False	True
CYP2U1	HGNC:20582	0.0014201	0.747	0.137779916783077	NA	3.149861042	0.371160567	0.895458927	False	True
PCGF3	HGNC:10066	0.95326	0.338	0.874578751061676	NA	NA	0.68770695	0.26323467	False	False
MRTO4	HGNC:18477	0.98629	0.23	0.77642779674966	NA	2.575462639	0.577172435	0.068675274	False	False
TOPAZ1	HGNC:24746	0.97746	0.301	0.628218010782307	NA	1.964239196	0.233436969	0.399548561	False	False
PPFIA3	HGNC:9247	1.0	0.121	0.877938155172222	NA	4.589456545	0.539732577	0.075053661	False	False
RNF144A	HGNC:20457	0.94776	0.347	0.974641989334925	NA	4.784511263	0.513914387	0.099889445	False	False
CTSC	HGNC:2528	1.1451e-07	1.035	0.47653134328071	NA	2.694696999	0.360284331	1.111346575	True	True
ERC2	HGNC:31922	0.98931	0.294	0.965899333098241	NA	1.909405151	NA	0.234169956	False	False
PIGK	HGNC:8965	0.0001381	0.774	0.0990139571192379	NA	1.8751564	0.521087384	0.654146651	False	True
TTC19	HGNC:26006	1.3788e-08	1.116	0.374291661789939	30.0	3.631490165	0.333934773	1.18879636	False	True
MIER3	HGNC:26678	0.99856	0.226	0.88881281758464	NA	2.7861459230000003	0.412430121	0.114734364	False	False
NAGLU	HGNC:7632	1.3655e-08	0.903	0.113304175321404	NA	1.580929086	0.384902791	0.888002702	True	True
L3MBTL3	HGNC:23035	0.99744	0.269	0.982041908439132	NA	2.16147112	0.443659552	0.218836685	False	False
HSP90B1	HGNC:12028	0.9972	0.271	0.990917629975391	NA	NA	0.572855406	0.304859592	False	False
HAAO	HGNC:4796	1.0561e-08	1.141	0.746480757522023	NA	1.834548721	0.299491853	1.884553467	True	True
OPHN1	HGNC:8148	0.99985	0.161	NA	3.0	NA	0.48761868	NA	True	True
SLURP1	HGNC:18746	0.25934	1.306	0.303858257536034	30.0	3.718037183	0.3796712	1.606752719	False	True
SLC4A11	HGNC:16438	4.6435e-15	0.942	0.809320529058037	NA	5.220993611	0.393482754	NA	False	True
FUT8	HGNC:4019	0.0099264	0.509	0.381188923242603	NA	5.367509968999999	0.548340619	NA	False	True
FZD4	HGNC:4042	0.96962	0.312	0.989419318952721	3.0	2.2334392380000003	0.615073245	0.295755328	True	True
HHIP	HGNC:14866	0.95436	0.331	0.844009055175737	NA	2.45195044	0.459147967	0.166500723	False	False
PSAT1	HGNC:19129	1.0621e-08	1.273	0.527297884287837	30.0	2.1308454930000003	0.471146916	0.841326942	True	True
OXR1	HGNC:15822	0.84148	0.344	0.890609170696872	NA	-1.729102483	0.413044788	0.228452206	False	True
TRPM6	HGNC:17995	2.719e-10	0.452	0.713951373352596	NA	1.604037379	0.321359547	0.390343909	True	False
BCL3	HGNC:998	0.98871	0.221	0.766462794204014	NA	2.17284591	0.430133127	0.050362172	False	False
PRDM5	HGNC:9349	3.6003e-10	0.839	0.238489572796871	NA	2.253928585	0.568997234	0.660163131	True	True
LYSET	HGNC:20218	0.0069412	1.377	0.648705771324844	NA	NA	NA	1.577125521	False	True
CLK2	HGNC:2069	0.99997	0.164	0.566346334205035	NA	0.8253562816	0.583771595	0.09006751	False	False
VPS53	HGNC:25608	1.3999e-07	0.611	0.69477655544249	30.0	2.788771895	0.553849175	0.561285051	False	True
ZER1	HGNC:30960	0.99992	0.178	0.848628730359829	NA	3.124497706	0.518470038	0.07107226	False	False
ZMYM2	HGNC:12989	0.66648	0.332	0.9270859908652	NA	2.1790292140000003	0.445545261	NA	True	True
BRWD3	HGNC:17342	1.0	0.084	NA	3.0	NA	0.474478797	NA	False	True
PHF20L1	HGNC:24280	1.0	0.187	0.982484022116592	NA	0.4575849671	0.408393598	0.105376408	False	False
IDH3B	HGNC:5385	2.9929e-11	1.264	0.560054121220847	NA	NA	0.555619693	1.186875649	False	True
TBL1XR1	HGNC:29529	0.99995	0.106	0.998731367234606	3.0	2.083638503	0.692724278	0.0	True	True
ATL1	HGNC:11231	0.98109	0.308	0.698241175119332	NA	1.980592322	0.610754001	0.260770053	False	True
COLEC10	HGNC:2220	0.0026167	0.965	0.266854727638676	NA	2.568021677	0.356288034	0.980005208	False	True
RSPO4	HGNC:16175	8.5962e-08	1.593	0.773835702513136	30.0	4.487927347	0.38663479	1.764228175	True	True
FOXL2	HGNC:1092	0.87762	0.437	0.808920495654892	3.0	4.579236446	NA	NA	False	True
POLR2A	HGNC:9187	1.0	0.159	0.988273735268976	NA	4.896098816	NA	NA	False	False
PTPN12	HGNC:9645	0.99996	0.186	0.932745115412458	NA	-0.06586148605	0.430956987	0.257122759	False	False
CCDC103	HGNC:32700	0.00050909	1.359	0.173921027740773	30.0	3.5580980060000003	NA	0.750071039	False	True
DUOX2	HGNC:13273	4.5032e-56	1.27	0.376206769706536	NA	1.868988718	NA	1.189610961	True	False
PEX2	HGNC:9717	0.00025931	1.198	0.163640138388499	NA	-0.7122013841	0.295827288	1.460549018	False	True
ZYG11B	HGNC:25820	0.99836	0.252	0.882016266773072	NA	2.704019762	0.574682967	0.252906255	False	False
JUP	HGNC:6207	0.00080103	0.587	0.528821823946892	NA	3.014960737	0.610605307	0.323431037	False	True
CYFIP2	HGNC:13760	1.0	0.092	0.9738298207179	NA	4.174003905	NA	NA	False	False
TBX15	HGNC:11594	0.65773	0.437	0.803756226125503	NA	1.989813575	0.50153857	0.346889569	False	True
EIF3A	HGNC:3271	1.0	0.131	0.994540355050028	NA	3.00299728	0.575203337	0.070288741	False	False
ATG5	HGNC:589	0.97758	0.295	0.788090471922176	NA	1.334151957	0.538386313	0.110586328	False	False
TANGO2	HGNC:25439	0.00014769	0.885	0.040560546503187	NA	3.662537985	0.46859285	0.801448275	True	True
YWHAE	HGNC:12851	0.98479	0.235	0.964510020305963	0.0	-1.500713056	0.71369118	0.070437184	False	True
BRD4	HGNC:13575	1.0	0.048	0.987965479356351	NA	2.014113543	0.4695077	NA	False	True
MEIS1	HGNC:7000	0.99951	0.136	0.998139871863572	NA	4.625179804	0.65898447	0.08109608	False	False
GLG1	HGNC:4316	1.0	0.207	0.963399058097884	NA	-0.4395523092	0.568414951	0.13916105	False	False
GGCX	HGNC:4247	2.0199e-14	0.93	0.228504481468035	NA	3.219259297	0.475446119	1.013772482	False	True
SLC26A4	HGNC:8818	8.989799999999999e-22	1.175	0.104511817396464	NA	0.5049928349	NA	NA	True	False
LCOR	HGNC:29503	0.99974	0.211	0.822507531111478	NA	2.368114501	0.38942043	NA	False	False
NAA25	HGNC:25783	1.0	0.108	0.993534395602037	NA	3.794119208	0.466833243	0.077871897	False	False
NKTR	HGNC:7833	0.94032	0.308	0.971684719239735	NA	3.849616618	0.344269971	0.33076426	False	False
SCYL1	HGNC:14372	2.5187e-08	0.677	0.0833515925911841	NA	NA	0.45607199	0.733371203	True	True
HNRNPK	HGNC:5044	0.99998	0.096	0.99553310494437	3.0	0.8012186417	0.649489159	0.028596564	True	True
ZFYVE9	HGNC:6775	0.90244	0.325	0.873785218021707	NA	2.212973237	0.396666623	0.276808494	False	False
SFPQ	HGNC:10774	0.99992	0.152	0.981074478167109	NA	2.930730855	0.567808571	0.058136773	False	False
KLF6	HGNC:2235	0.97946	0.252	0.989918246912699	NA	4.669076828	0.521373783	0.148717405	False	False
NFATC2	HGNC:7776	0.99995	0.187	0.98750675251304	NA	4.175360513	0.384358091	0.204433945	False	False
GREB1L	HGNC:31042	1.0	0.075	0.984051998518375	NA	3.532794661	0.461035666	0.101164993	False	True
ITGA7	HGNC:6143	4.2657e-17	0.799	0.215699445941818	NA	2.095169678	0.37571939	0.885478656	True	True
MBD4	HGNC:6919	1.9706e-14	1.242	0.676750673582975	NA	2.48322767	0.293316609	1.211741204	False	True
SUPT6H	HGNC:11470	1.0	0.087	0.985064459687028	NA	1.507778963	0.587612954	0.052123187	False	False
KPNB1	HGNC:6400	1.0	0.092	0.993041888348145	NA	1.2547845	0.605015856	NA	False	False
RUNX2	HGNC:10472	0.94884	0.343	0.992655378348577	NA	2.820348571	0.545629904	NA	True	True
PLRG1	HGNC:9089	0.99911	0.231	0.921032353806719	NA	2.91746956	0.586544137	0.099153691	False	False
TOX3	HGNC:11972	0.9995	0.181	0.954822576673884	NA	1.260673397	0.41906748	0.196618275	False	False
SLC52A3	HGNC:16187	0.019348	0.8	0.427842898819641	30.0	4.000655238	NA	NA	True	True
CUX1	HGNC:2557	1.0	0.163	0.962568995070482	NA	3.506454621	0.493120747	0.160648836	False	False
CACNG3	HGNC:1407	0.99417	0.195	0.687149335309816	NA	3.438391467	0.487975704	0.0	False	False
EBF1	HGNC:3126	0.99697	0.256	0.997866229077875	NA	3.833812365	0.693132454	0.119270862	False	False
NEK8	HGNC:13387	6.4566e-09	0.798	0.169142273503847	NA	2.213168528	0.518380387	1.024340212	False	True
ZKSCAN1	HGNC:13101	0.96937	0.323	0.55993487026607	NA	2.166435054	0.347722795	0.123018463	False	False
PIK3CD	HGNC:8977	0.99999	0.196	0.962299722499123	NA	2.957909355	0.44275345	0.236132583	False	False
CSNK1E	HGNC:2453	0.99926	0.143	0.836782402553925	NA	1.487706916	0.7139599	0.216168448	False	False
DNAJC2	HGNC:13192	0.99102	0.292	0.908057534814427	NA	1.760325556	0.480591166	0.304343629	False	False
REEP1	HGNC:25786	0.98632	0.23	0.37376813512737	NA	3.301046957	0.644232114	0.177018852	True	False
USP5	HGNC:12628	0.96396	0.316	0.960926828448405	NA	NA	0.560372377	0.159060712	False	False
RANBP2	HGNC:9848	1.0	0.142	0.937345675202115	NA	-0.5371688617	0.359150044	0.132647638	False	False
PSME3	HGNC:9570	0.99714	0.174	0.654899071277772	NA	0.9405591064	0.720115027	0.123991096	False	False
SETD5	HGNC:25566	0.99997	0.227	0.997710426742946	3.0	2.156356796	0.407357152	0.162767863	True	True
DTNBP1	HGNC:17328	6.8375e-06	0.984	0.768622822218746	NA	3.12837116	0.366951755	1.942854134	True	True
IKZF1	HGNC:13176	0.9986	0.156	0.838649339512627	NA	2.359621087	0.503078354	NA	False	False
SLC9A6	HGNC:11079	0.99833	0.206	NA	3.0	NA	0.540483831	NA	True	True
CNBP	HGNC:13164	0.95994	0.298	0.848708017700482	NA	2.088841193	0.656258309	0.0	False	False
CARM1	HGNC:23393	0.99998	0.099	0.776493562110985	NA	1.378293845	0.660765187	0.0278782	False	False
PNPLA6	HGNC:16268	1.94e-13	0.641	0.239956492374673	NA	NA	0.505617708	0.813791144	True	True
FH	HGNC:3700	0.08824	0.544	0.93121694706768	3.0	2.550351084	0.578680109	0.452997801	True	True
TAFAZZIN	HGNC:11577	NA	NA	NA	NA	NA	NA	NA	False	True
LHX3	HGNC:6595	0.010863	0.742	0.944512093056247	30.0	NA	0.513319397	0.898203984	False	True
PTH	HGNC:9606	0.012093	1.695	NA	NA	NA	0.286929538	0.94335016	False	True
NODAL	HGNC:7865	0.97028	0.31	0.768818903885834	1.0	1.212991169	0.360353707	0.364267514	False	True
KDM6A	HGNC:12637	1.0	0.161	NA	3.0	NA	0.481418312	NA	True	True
CHRDL1	HGNC:29861	0.2164	0.522	NA	3.0	NA	0.389649379	NA	False	True
MBD3	HGNC:6918	0.9765	0.26	0.692148276508421	NA	3.645872586	0.559921965	0.375209021	False	False
ZDHHC17	HGNC:18412	0.99989	0.181	0.907593309630008	NA	0.3007600516	0.651304983	0.296135219	False	False
LIMCH1	HGNC:29191	0.94734	0.313	0.96276051177422	NA	3.07965767	0.413922002	0.628620122	False	False
PSIP1	HGNC:9527	0.99668	0.266	0.976170220124642	NA	1.533363974	0.460005374	0.350774758	False	False
POLR1B	HGNC:20454	0.99946	0.246	0.689073390336067	NA	2.5327062540000003	0.483525599	0.191258025	False	False
SPRED2	HGNC:17722	2.8684e-07	1.07	0.773703258943505	NA	2.6926198410000004	0.504000886	1.211360979	False	True
IFT140	HGNC:29077	9.914e-24	0.818	0.507694874352126	30.0	1.30382491	0.337576837	0.890193618	True	True
ZBTB1	HGNC:20259	0.99407	0.262	0.877948417263059	NA	3.330672552	0.482682465	NA	False	False
ZNF609	HGNC:29003	1.0	0.154	0.966542946938135	NA	3.1950079660000004	0.42328313	0.050586389	False	False
GABRG2	HGNC:4087	0.73852	0.399	0.458255514580317	1.0	0.8033304503	NA	NA	False	True
SETD1A	HGNC:29010	1.0	0.136	0.949597774011591	3.0	1.401887879	0.454339716	0.120780017	False	True
DHX37	HGNC:17210	0.99252	0.289	0.941677614975261	NA	NA	0.367607226	0.231458305	False	False
CTC1	HGNC:26169	1.6015e-11	0.628	0.366825078491119	30.0	2.918452132	NA	NA	False	True
CFLAR	HGNC:1876	0.99967	0.173	0.855127786394531	NA	4.832299122	0.310600935	0.058566109	False	False
PITPNB	HGNC:9002	0.981	0.287	0.950938135242822	NA	-0.05237943219	NA	0.144488934	False	False
INTS3	HGNC:26153	0.99972	0.251	0.837863118332108	NA	3.1158753710000004	NA	0.226510736	False	False
GSE1	HGNC:28979	1.0	0.128	0.943075650522874	NA	2.076986755	0.39643223	0.139040415	False	False
KMT2B	HGNC:15840	1.0	0.07	0.958540264458208	3.0	NA	0.438432148	0.078109583	True	True
OTOG	HGNC:8516	6.6065e-37	0.749	0.560458269217557	NA	3.416426655	0.329810548	0.982450158	True	False
TMC8	HGNC:20474	1.1401e-14	1.124	0.544861504284657	30.0	2.9801561960000003	0.289369216	1.253320841	False	True
WNT5A	HGNC:12784	0.98732	0.269	0.979522721436652	NA	2.891715962	0.625199829	0.057048329	False	False
MEPCE	HGNC:20247	0.99804	0.21	0.794501107613878	NA	3.124335642	0.453163822	0.107559691	False	False
CHRNB1	HGNC:1961	5.0456e-08	0.996	0.446534110429162	NA	NA	0.441503066	1.022694123	False	True
SFRP1	HGNC:10776	0.96457	0.288	0.934572838384643	NA	2.860031699	0.518026473	0.241973247	False	False
